paper_id,title,tldr,abstract,year
211420608,Acacia auriculiformis - A natural dye used for simultaneous coloration and functional finishing on textiles,Acacia auriculiformis can be effectively used for simultaneous dyeing and finishing of protein and cellulosic textile substrates. Wool and silk fabrics dyed with Acacia auriculiformis exhibit excellent colourfastness to washing and good light fastness properties.,"Abstract Acacia auriculiformis can be effectively used for simultaneous dyeing and finishing of protein and cellulosic textile substrates. Wool and silk fabrics dyed with Acacia auriculiformis exhibit excellent colourfastness to washing and good light fastness properties. The phytochemical studies indicate the presence of saponin, phenols, tannin and glycosides in the aqueous extract of the colourant. Cotton, eri and wool fabrics dyed with aqueous extract of Acacia auriculiformis (200 g/l) results in maximum UPF value. Dyed fabrics are having excellent resistance against S. aureus and E. coli. There is an improvement in surface colour strength (measured in terms of K/S values) for all the dyed fabrics with the increase in dye concentration. The positive values of a* and b* indicates that the colour of the dyed fabrics is in red-yellow quadrant.",2020.0
211421375,China’s Four Decades of Reforms and Development,This chapter gives an overview of the major socio-economic transformations that occurred in China for more than four decades. It also describes the main features of the socialist market economy with ‘Chinese characteristics’ including the gradual ‘step-by-step’ approach in the economic reforms in the different production sectors of the economy.,"This chapter gives an overview of the major socio-economic transformations that occurred in China for more than four decades. They include transitions from a centrally planned to market economy, from a closed to an open economy, and from a manufacturing and export-driven to a more consumption- and innovation-led growth path. It also describes the main features of the socialist market economy with ‘Chinese characteristics’ including the gradual ‘step-by-step’ approach in the economic reforms in the different production sectors of the economy. In particular, the financial reforms that were given a major boost in the early 1990s and still require the necessary deepening of the current transition to a more sustainable economy are discussed. This chapter also elaborates on the adverse consequences of the rapid growth model and China’s incomplete transition to a market economy. The traditional development model caused a huge depletion of natural resources, serious environmental pollution, which hindered the sustained economic development. Special emphasis is given to some current problem areas in the housing and stock market; the huge local government and increasing corporate debt; and the capital flight and excess capacity described in their relation with the current inevitable economic slowdown which could be seen as a breeding ground for new initiatives where the BRI can be seen as an important example and is central to this pivot.",2019.0
211423421,Impact des dépenses publiques en éducation sur la croissance économique au Maroc : analyse économétrique,"Human capital is seen as an essential component of immaterial capital. In Morocco, in spite of the high proportion of public spending in education sector, human capital remains the weakest component of the immaterial capital.","Human capitalis seen as an essential component of immaterial capital. In this model of growth, men are not centers of costs but rather value generators. Indeed, the public investment in education leads to the creation of an asset whose return will have a positive impact on the country's progress. In Morocco, in spite of the high proportion of the public spending in education sector, human capital remains the weakest component of the immaterial capital. From this observation, our country should have as a priority to review its policy of investment, in terms of human capital. With the World Bank’s confirmation, this situation supposes a strategy based on reforming the management of public expenditure in education, to increase the effectiveness and efficiency of their use, to take advantage of their importance and to maximize the return on investment made in Moroccan community.",2019.0
211425215,Analysing the Redistributive Effects of the Italian PIT with Tax Files,The application of a decomposition of the reranking term shows that the set of personal income tax instruments can have different effects on vertical and horizontal equity. The distributional analysis is conducted for Italy as a whole and for the twenty Italian regions.,"This chapter studies the redistributive effects of the Italian personal income tax by using novel individual tax returns. The application of a decomposition of the reranking term shows that the set of personal income tax instruments can have different effects on vertical and horizontal equity. The distributional analysis is conducted for Italy as a whole and for the twenty Italian regions in order to add a new dimension of inquiry to the study of regional income disparities in this country. Results for the two main tax expenditures for the owner-occupied house, the deduction for the main residence and the mortgage interest tax credit, throw new light into the total redistributive consequences of such tax expenditures in Italy. It is found that, the mortgage interest tax credit, a tax measure often criticised at both national and international level, has a small, positive effect on vertical equity, but it has negative consequences on horizontal equity. A discussion of the pros and cons of using administrative tax data for studying redistribution is also provided",2019.0
211428043,Comprehensive evaluation of disassembly performance based on the ultimate cross-efficiency and extension-gray correlation degree,"The recycling and dismantling of obsolete products is one of the frontier issues in the field of green remanufacturing. This paper establishes a comprehensive disassembly evaluation model based on the fruit fly algorithm, crossover efficiency and extension-gray correlation degree.","Abstract The recycling and dismantling of obsolete products is one of the frontier issues in the field of green remanufacturing. From the research status in this field, most scholars only use intelligent algorithms to optimize the disassembly sequence, and rarely evaluate the performance of obsolete products. On the basis of summarizing the existing research, this paper establishes a comprehensive disassembly evaluation model based on the fruit fly algorithm, crossover efficiency and extension-gray correlation degree. Firstly, a set of Pareto solutions is obtained by IFOA, and the group of 12 disassembly schemes is used as the decision-making unit (DMU) of the DEA. The average DQ of the 12 disassembly schemes was 5.4, the average EB was 387 CNY, and the average PDR was 83%. Then, the final cross-efficiency model is obtained by improving the traditional average cross-efficiency method. It is evaluated the performance of the comprehensive indicators of the disassembly plan in terms of time, economy and environment, and obtained their respective rankings. After the normalization process calculated, DMU4 (0.0714) has a relatively higher ultimate weight than DMU10 (0.0581). The analysis results show that the disassembly scheme evaluation result is the best overall performance of N4. Finally, the same case is used to execute three optimization algorithms. The results show that IFOA has better optimization and sensitivity than the other two algorithms.",2020.0
14946076,The Macroeconomic Transition to High Household Debt,"Aggressive deregulation of the household debt market in the early 1980s triggered innovations that greatly reduced the required home equity of U.S. households. In 1982, home equity equaled 71 percent of GDP; so this generated a borrowing shock of huge macroeconomic proportions. The combination of increasing household debt from 43 to 56 percent of GDP with high interest rates during the 1982-1990 period is consistent with such a shock to households’ demand for funds.","Aggressive deregulation of the household debt market in the early 1980s triggered innovations that greatly reduced the required home equity of U.S. households, allowing them to cash-out a large part of accumulated equity. In 1982, home equity equaled 71 percent of GDP; so this generated a borrowing shock of huge macroeconomic proportions. The combination of increasing household debt from 43 to 56 percent of GDP with high interest rates during the 1982-1990 period is consistent with such a shock to households’ demand for funds. This paper uses a quantitative general equilibrium model of lending from the wealthy to the middle class to evaluate the positive and normative aspects of the transition to a high debt economy. Using the model, we interpret evidence on the changing distribution of assets and debt as well as macro time series since 1982.",2006.0
14946509,The impact of resale on entry in second price auctions,This paper investigates the effect of resale allowance on entry strategies in a second price auction.,"This paper investigates the effect of resale allowance on entry strategies in a second price auction with two bidders whose entries are sequential and costly. We first characterize the perfect Bayesian equilibrium in cutoff strategies. We then show that there exists a unique threshold such that if the reseller’s bargaining power is greater (less) than the threshold, resale allowance causes the leading bidder (the following bidder) to have a higher (lower) incentive on entry; i.e., the cutoff of entry becomes lower (higher). We also discuss asymmetric bidders and the original seller’s expected revenue.",2013.0
14946769,"Race , Poverty , and American Tort Awards : Evidence from Three Datasets",The average tort award increases as black and Hispanic county population rates increase. An increase in the black county poverty rate of 1 percentage point tends to raise awards by 3–10 percent. Forum shopping for highpoverty minority counties could raise awards by hundreds of thousands of dollars.,"Abstract We investigate the impact of the race and income of the jury pool on trial awards. The average tort award increases as black and Hispanic county population rates increase and especially as black and Hispanic county poverty rates increase. An increase in the black county poverty rate of 1 percentage point tends to raise the average personal injury tort award by 3–10 percent. An increase in the Hispanic county poverty rate of 1 percentage point tends to raise awards by as much as 7 percent, although this effect is less well estimated. Forum shopping for high‐poverty minority counties could raise awards by hundreds of thousands of dollars. Average awards decrease with increases in white (nonblack, non‐Hispanic) poverty rates in two of our data sets, making these findings even more surprising. Awards increase with black and Hispanic county poverty rates even after controlling for a wide variety of other potential causes.",2003.0
14946968,Adaptive versus Proactive Behavior in Service Recovery: The Role of Self-Managing Teams,We develop a conceptual model of adaptive versus proactive recovery behavior by self-managing teams in service recovery operations. The results show perceptual consensus within service teams has incremental value in explaining service recovery performance.,"In this article, we develop a conceptual model of adaptive versus proactive recovery behavior by self-managing teams (SMTs) in service recovery operations. To empirically test the conceptual model a combination of bank employee, customer, and archival data is collected. The results demonstrate support for independent group-level effects of intrateam support on adaptive and proactive recovery behavior, indicating that perceptual consensus within service teams has incremental value in explaining service recovery performance. In addition, we provide evidence that adaptive and proactive recovery behavior have differential effects on external performance measures. More specifically, higher levels of adaptive performance positively influence customer-based parameters (i.e., service recovery satisfaction and loyalty intentions), while employee proactive recovery behavior contributes to higher share of customer rates.",2004.0
157920628,Unquenchable Thirst for Gold: India's Gold Problem,Imports of gold into India have been a drag on the rate of economic development. The gold imports seem to serve as a glittering border to our poverty.,"Imports of gold into India have been a drag on the rate of economic development of the country for the last few centuries, India is a poor producer of gold and gold in India has been an imported or foreign commodity, a fact that had not been understood neither by the propenents of the old Swadeshi Movement nor the present day Swadeshi Manch. (Gold imports absorb a significant part of the meagre savings of a poor country in an unproductive way and also lead to increased foreign indebtedness. A statistical exercise for the period 1873-98 shows that if during that period India had refrained from importing gold the rate of increase of GDP would have been significantly higher and foreign indebetedness of India significantly lower than what it was. Indian demand for gold is mainly for making arnament to wear and seems to be deeply embedded in Indian culture. It is very difficult to control. A ban on gold imports by Government is largely ignored as the history of the period 1947-91 shows. It only encourages smuggling. During 1981-1990 smuggled gold into India accounted for the loss of S 14 billion in foreign exchange. If gold had not been imported during this period, there would have been no foreign exchange crisis in 1991 and no need would have arisen for borrowing $ 3-4 billion from the World Bank. The gold imports seem to serve as a glittering border to our poverty, a cultural cost which makes our fight against poverty so handicapped.",1996.0
157920684,Traffic Lights Dynamic Timing Algorithm Based on Reinforcement Learning,"In this paper, a self-adaptive Q-learning based traffic light green time control strategy (QTGCS) is designed to reduce congestion. Q-Learning acts as the learning mechanism for light at each intersection as an independent agent to release itself by operating traffic light duration dynamically.","Traffic light control is an issue that metropolitan cities are confronted with because of ever-increasing vehicles growth. A proper timing strategy can release the congestion level and minimize vehicle delays better than standard fixed signal timing (FST) strategy. In this paper, a self-adaptive Q-learning based traffic light green time control strategy (QTGCS) is designed to reduce the congestion. Q-Learning acts as the learning mechanism for light at each intersection as an independent agent to release itself by operating traffic light duration dynamically. Q-Learning is based on discrete representation of state and action spaces. In order to make QTGCS not independent of the environment and designer criterion, Fuzzy Q-learning based traffic light green time control strategy (FQTGCS) is proposed by applying the fuzzy logic control to optimize timing strategy based on the number of vehicles receiving from the adjacent intersections. We show through simulation that our algorithm effectively over the real road networks.",2017.0
157920886,Social Policy and Macroeconomic Performance: Integrating ‘the Economic’ and ‘the Social’,In the ‘real’ world people do not live in two separate domains. The policies we label ‘economic’ and ‘social’ each have ramifications for both the dimensions we label ‘economic’ and ‘social’,"The quotation marks that are placed around ‘the economic’ and ‘the social’ alert us to the fact that this is an abstract duality. In the ‘real’ world people do not live their lives in two separate domains. The aspects of life that we label ‘economic’ and ‘social’ are intertwined. The policies we label ‘economic’ and ‘social’ each have ramifications for both the dimensions we label ‘economic’ and those we label ‘social’. As Barbara Harriss-White points out in her contribution, ‘social policy is economic policy’. But at the same time, as pointed out in Elson and Cagatay (2000), economic policy is social policy.",2004.0
157921158,Players' Agents and the Regulatory Framework on Corruption in International Sports Law,"The increased commercialization of sports has led to growth in the demand for expertise. The perception of the profession has developed in line with the commercialization of sports. In the United States, the profession came into prominence in the 1960s and 1970.","1. Introduction 1.1. Description of the thesis and the subject During the last decade we have seen a significant commercialization in sports all over the world. The sports stars of today are earning more than their predecessors could even dream of. an illustrating example can be seen in football where star players like Jimmy Greaves and Dennis Law earned a little more 20 BP a week in the 1960s, whereas one of today's top players, Zlatan Ibrahimovich, is paid around 170000 BP per week under his current contract with Inter Milan. (1) Even compensated for the inflation, this example illustrates the tremendous increase of money circulating in many sports today compared to relatively recent times. The increased commercialization has lead to growth in the demand for expertise when deals are concluded among the various stakeholders in football, thus giving birth to the profession called sports (players') agents. In a global perspective the perception of the need for this profession has developed in line with the commercialization of sports. In the United States, where the commercialization of sports started prior to the European, the profession came into prominence in the 1960s and 1970. (2) In Europe, agents faced greater skepticism and for a long time clubs and managers refused to negotiate with players that used agents. The following quotation from the legendary manager Brian Clough gives a good indication of the how the atmosphere was during his era (1975-1993) as coach: ""If a player had said to Bill Shankly 'I've got speak to my agent', Bill would have hit him. and I would have held him while he hit him"". (3) However as the transactions have become more and more complex and involve more and more money the profession has gained terrain also in Europe the last 20 years, and today you will hardly see a transfer where an agent is not involved in one way or another. Sociological studies have shown that changes in a business sector such as we have seen in International sports will generally call for the creation of a regulatory framework. (4) That this is the case in sports today is inter alia observed by Beloff, a reputable scholar and practitioner in the field of sports law, that describes the increased legalism as a natural function of raised financial stakes produced by increased sophistication, particularly of a technological nature, and by a ready market fueled by the demands of a public whose craving for sports appears insatiable. (5) Thus we have recently seen many incentives to regulate sports agents. However, the International dimension complicates the legislative process because in addition to the questions of how the profession should be regulated, the crucial question of competence arises. In International sports law there are three tiers of agent regulation today, namely: International law, national law and the law of the sports bodies. (6) Between these tires there are problems connected to jurisdiction and contradictions giving rise to conflicts of law requiring one to consider, firstly; the substantive question of whether or not a conflict exists, and secondly; which set of rules will prevail in case of a conflict between the set of rules. 1.2. Terminology, scope and the further structuring of the analysis. 1.2.1. Corruption According to the Miriam Webster dictionary corruption can be defined as: ""impairment of integrity, virtue or moral principle; depravity, decay, and/or an inducement to wrong by improper or unlawful means, a departure from the original or from what is pure or correct, and/or an agency or influence that corrupts"". (7) This wide definition that will be used in the following covers a broad range of activities. With regard to Players' agents accusations of corruption normally arises because the agent makes-or at least is accused of having made-use of means that are contrary to norms deriving from one of the 3 tires of legislation that governs the profession in order to facilitate a transfer. …",2009.0
157921179,Friends Without Benefits? Treasury and EU State Aid,The U.S. Treasury's white paper condemns recent state aid investigations by the European Commission.,"This report, which appeared in Tax Notes on September 19, 2016, and is posted here with permission, critiques the U.S. Treasury's white paper condemning recent state aid investigations by the European Commission.",2016.0
157923042,Can Emerging Trends in Animal Welfare Provide a Basis for Combating Climate Change,This article explains recent developments in animal welfare in international trade law. Then discusses how such advancements in animal welfare may provide an additional basis for combating anthropogenic causes of climate change.,"Climate change is rapidly altering our environment in ways that directly impacts animal wellbeing. At the same time international legal precedents are emerging that advance the rights and welfare of animals. This article explains recent developments in the advancement of animal welfare in international trade law, and then discusses how such advancements in animal welfare may provide an additional basis for combating anthropogenic causes of climate change.",2017.0
157925168,Family Decision Making on Purchasing the Gold: A Study on the Transition of Indian Gold Imports into Economic Turmoil,"Gold is a symbol for the fortune and treated as a cultural trait. The large quantity of imports indicates economic disorder. The root level research on the family decision making of gold purchases would serve understanding the decision criteria of the need, resource utilization, place of buying and reality.","Golden era is seldom illustrated for an epitomized growth of anything for a tenure and India having been topped the list in the consumption of gold, cannot be proved to be safer for the economic turmoil is ahead with current account deficit. Gold is a symbol for the fortune and treated as a cultural trait especially by Indian families coated with traditional thinking where the usages and purchases are escalating year by year. The innumerable efforts of the Government in the way of schemes and reforms have not been considerably successful and as a result, the large quantity of imports indicates economic disorder. Though many parties and players from different communities including the Government are responsible, the root level research on the family decision making of gold purchases for different purposes such as for ornaments, appreciation, investment, security and status would serve understanding the decision criteria of the need, resource utilization, place of buying and reality. The study as recommended with proper rationale, devoted an exploratory research with probability sampling of stratified random in the selected metro, urban, semi-urban and rural places of Northern coastal districts of Andhra Pradesh covering 200 respondents. This paper concludes with certain recommendations how the promotions of the government schemes would be materialized on the basis of family decision making choices influencing the purchases of the gold with an assessment of different purposes.",2015.0
157926766,Do central bank forecasts matter for professional forecasters,"Using non-linear STR models, the extent to which the projection release affects the dispersion of GDP forecasts varies over the business cycle. By disclosing its own projection the central bank reduces the disagreement among the forecasters the most in the periods when the economy moves from one phase of the business cycle to another.","This paper examines to what extent public information provided by the central bank affects the forecasts formulated by professional forecasters. We investigate empirically whether disclosing GDP and inflation forecasts by Narodowy Bank Polski (the central bank of Poland) reduces the disagreement in professional forecastersâ€™ expectations. The results only partially support the hypothesis on the coordinating role of the central bank existing in the literature. The main finding is that by publishing its projection of future GDP growth, the central bank reduces the dispersion of one-year-ahead GDP forecasts. Moreover our study indicates that the role of the central bank in reducing the forecasts dispersion is strengthening over time. We also find using non-linear STR models that the extent to which the projection release affects the dispersion of GDP forecasts varies over the business cycle. By disclosing its own projection the central bank reduces the disagreement among the forecasters the most in the periods when the economy moves from one phase of the business cycle to another. On the contrary, the release of CPI projection by NBP affects neither the cross-sectional dispersion nor the level of forecasts formulated by professional forecasters.",2015.0
157926978,Planning with Unauthorized Immigrant Communities: What Can Cities Do?,"We identify policy gaps, a growing body of research on planning for unauthorized immigrant communities. What can the city do, and how are cities limited? What can the city do, and how are cities limited?","Planners and elected officials may not be familiar with employment or educational barriers faced by immigrants or understand cultural traditions and practices or how to handle the issue of an increase in unauthorized immigrants. We identify policy gaps, a growing body of research on planning for unauthorized immigrant communities, and some emergent best practices for immigrant incorporation. What can the city do, and how are cities limited? What models developed for planning with and for immigrant communities, adapting to immigrant needs, and managing change in cities that have not traditionally had large immigrant populations?",2018.0
157927225,What is the Economic Value of Improved Labor Market Outcomes from Infant Nutrition?: The Case of Breastfeeding in the United States,"We seek to estimate the effects of breastfeeding on the present value of future earnings increases resulting from IQ increases. If half of all US infants born each year were better, we estimate the total increase in the present value of future earnings to be $40 billion annually.","We seek to estimate the effects of breastfeeding on the present value of future earnings increases resulting from IQ increases. Using new estimates of the effect of cognitive performance on lifetime earnings in the United States, based on the National Longitudinal Survey of Youth, developed by Lin, Lutter, and Ruhm (2016) and new baseline estimates of the present value of lifetime earnings following methods of Grosse et al. (2002), we find that the expected value of increases in the present value of lifetime earnings from breastfeeding is about $20,000, assuming a 3 percent discount rate, with a 95 percent confidence interval from $2,900 to $38,700. If half of all US infants born each year were better breastfed, we estimate the total increase in the present value of future earnings to be $40 billion annually.",2016.0
157927866,A quest for useful knowledge: the early development of agricultural accounting in Denmark and Northern Germany,"We discuss the early development of sophisticated agricultural accounting in Northern Germany and Denmark. We highlight the work of Thaer, Gyllembourg and Thaer.","We discuss the early development of sophisticated agricultural accounting in Northern Germany and Denmark within a framework that establishes the role of accounting for knowledge generation and subsequent economic growth. We highlight the work of Thaer, on encouraging and systematising the use of double-entry bookkeeping in agriculture for scientific and efficiency purposes, and that of Gyllembourg, who emphasised the calculation of economic returns in monetary value. Evidence exists to suggest that their work was the basis upon which further developments in accounting practice in the nineteenth century were laid, supporting the rapid modernisation and success of Danish agriculture.",2017.0
157928497,The Effect of Volunteers on Paid Workers’ Excess Turnover in Nonprofit and Public Organizations:,"This article focuses on excessive worker turnover as a signal of delicate organizational health. Using Austrian survey data, we show that more volunteers in management tasks increase the probability of experiencing excess worker turnover and the amount of excess turnover.","Volunteers in nonprofit and public organizations can provide additional resources and exert positive influence on organizations, staff, and clients. However, the relationship between paid staff and volunteers is complex and may lead to tension, employee dissatisfaction, and, ultimately, workers leaving the organization. This article focuses on excessive worker turnover as a signal of delicate organizational health and analyzes whether volunteers are an important variable in explaining differences in excess turnover rates between organizations. Using Austrian survey data and applying Tobit regressions, we show that more volunteers in management tasks compared with volunteers employed in other tasks increase both the probability of experiencing excess worker turnover and the amount of excess turnover. This result is interpreted as a possible sign for volunteer–staff tension. Understanding the consequences of using volunteer labor for paid workers is important to prevent volunteering from backfiring on servi...",2017.0
157928728,The Moderating Role of Corporate Governance on the Relationship between Capital Structure and Financial Performance: Evidence from Manufacturing Sector of Pakistan,"The study is used to explore the moderating effect of Corporate Governance on the relationship between accounting base financial performance i.e. ROA, ROE and Capital Structure of 173 Manufacturing firms listed in KSE of Pakistan for the period of 2009 to 2014. The research is generally found that the most of Pakistani manufacturing listed firms pursue good corporate governance mechanism and use good level of Capital Mix to get the better and high financial performance.","The key purpose of this research paper is to explore the moderating effect of Corporate Governance on the relationship between accounting base financial performance i.e. ROA, and ROE and Capital Structure of 173 Manufacturing firms listed in KSE of Pakistan for the period of 2009 to 2014. In this study multiple regression method is used under fixed effect regression model approach on panel data. The empirical results show that the inclusion of Corporate Governance Index (CGI) as moderating variable has influenced the interaction between Capital Structure and Financial Performance which was positively significant. The result is generally found that the most of Pakistani manufacturing listed firms pursue good corporate governance mechanism and use good and optimal level of Capital Mix to get the better and high financial performance. Furthermore, the corporate governance sub-indices i.e. board structure (BOD-I) and transparency & disclosure (DISC-III) both also have positive and statistically significant association with both firms performance variables: ROA and ROE. Moreover, the ownership structure sub-index (OWS-II) has not significant influence on financial performance. In last, the capital structure also has positive relationship with financial performance, interestingly about 70 per cent of Capital is financed by Equity capital and the Debt capital signifies 30 per cent only. The core significance of this paper is to investigate the impact of Corporate Governance practices on financial decisions from the Pakistani perspective.",2017.0
154220706,Optimal positioning of safety stocks in MRP,"The positioning of safety stock is considered in multi-echelon production networks operating in an MRP environment. We show that in serial networks the optimal policy positions all safety stock at the end of stock-point. This result is independent of the nature of the demand, the type of uncertainty and the measure of service used.","The positioning of safety stock in multi-echelon production networks operating in an MRP environment is considered. Our aim is to maximize the service level achieved for a given total amount of safety stock. Most previous research considering MRP environments has been empirical or heuristic, but the approach we take is analytic and concentrates on two network types: serial and divergent networks. Using previous results on the MRP ordering logic, we show that in serial networks the optimal policy positions all safety stock at the end stock-point. This result is independent of the stochastic nature of the demand, the type of uncertainty and the measure of service used. The analysis of divergent networks is more complicated because of the need for material rationing. We show that the optimal policy may depend on the total amount of safety stock available, the variability of the demand, the structure of the lead times, the choice of the rationing policy and the measure of service used.",1993.0
154220806,"Risk preferences in multi-period consumption models, the equity premium puzzle, and habit formation utility",The relationship between the relative risk aversion measure for the utility function for consumption and that for the value function for wealth is a derived relationship that depends on how consumption and wealth are defined and measured.,"Abstract The relationship between the relative risk aversion measure for the utility function for consumption and that for the value function for wealth is a derived relationship whose properties depend on how consumption and wealth are defined and measured. This fact together with information concerning estimates for these two relative risk aversion measures is used to give another perspective on the equity premium puzzle, and to explain why it is that the habit formation utility function is effective in eliminating that puzzle. A time separable utility function that can serve as an alternative to the assumption of habit formation is also presented.",2005.0
154220811,A Study of Debt Structure Preference Based on Controlling Shareholders’ Benefits of Control,This paper makes an empirical study on the debt structure preference of enterprises in which controlling shareholders have the right of control.,"Taking data of all A-share listed companies in Shanghai Stock Exchange and Shenzhen Stock Exchange from 2002 to 2006 as samples, this paper makes an empirical study on the debt structure preference of enterprises in which controlling shareholders have the right of control. Results show that these enterprises: (1) prefer to short-term debt financing concerning the debt maturity structure; (2) prefer to financing by loaning from banks concerning the debt type structure; (3) prefer to high-priority debt structure concerning the debt priority.",2009.0
154220863,Assessing Alternative Policies for Reducing Household Waste in Taiwan,The three major cities in Taiwan have been experimenting with two different demand-side management approaches to reduce the waste generated by households. The fee-per-bag program is clearly the most effective approach.,"In the last few years, the three major cities in Taiwan have been experimenting with two different demand-side management approaches to reduce the waste generated by households and to promote the recycling of recyclables. Thus, there are three different kinds of approaches of waste management that are concurrently used in Taiwan: fee-per-bag, mandatory recycling with free waste collection services, and the zero price of trash collection. We performed a comparative analysis of these policy instruments to take advantage of this important social experiment. We first developed an economic model for the three different waste charging programs concurrently in use and then performed an empirical study based on the implications from the theoretical analysis. It is clearly seen that the traditional approach of zero pricing of trash collection is very ineffective in terms of waste reduction and recycling. Households have all changed their behavior significantly in those cities with two new approaches. However, of the two, the fee-per-bag program is clearly the most effective approach. The results have important policy implications.",2004.0
154221057,RML: market intelligence in India with mobile SMS intervention,"RML is best suited to teach undergraduates and graduates in the areas of rural marketing, agribusiness management, service management and information and communication technology. India is changing with great pace by inclusive growth on espousal of technology into the mainstream.","Title – RML: market intelligence in India with mobile SMS intervention.Subject area – Agriculture knowledge, market intelligence, emerging business model.Study level/applicability – It is best suited to teach undergraduates and graduates in the areas of rural marketing, agri‐business management, service management and information and communication technology for development.Case overview – India is changing with great pace by inclusive growth on espousal of technology into the mainstream. Indian farmers are wholly depending even now on traditional methods for decision making on entire agriculture supply chain. The constant decision making provides middle men with a chance to exploit and empower themselves on the returns produced by farmers. Technology is creating waves providing an opportunity for farmers to benefit by adopting information and technology to solve their basic livelihood problems. The Thomson Reuter group launched a SMS‐based mobile information service to support India's 250‐million‐strong ...",2011.0
154221100,The Effect of Mining on Agricultural Hired Labor in the Northern Great Plains,Aim is to define the supply and demand for hired agricultural labor in the Northern Great Plains. No need is seen for a major legislative remedy because the benefits of formula pricing outweigh perceived problems. Elimination of formula risks changing the competitive balance and structure of the markets.,"The nature of the market for hired agricultural labor in the Northern Great Plains is estimated with particular reference to adjustments attendant to energy development. Specific objectives include: (a) specification of a regional labor market model defining the supply and demand for hired agricultural labor; (b) assessment of the importance of wages in agriculture and mining in explaining the supply of labor to agriculture, with empahsis on the plausibility of mining growth as an incentive for the transfer of labor out of agriculture; and (c) comparison of these results with earlier supply and demand studies for agricultural labor. No need is seen for a major legislative remedy because the benefits of formula pricing generally outweigh the perceived problems. The major concern seems to be suspicions of price manipulation or unrepresentative price reports. Eliminations of the formula risks changing the competitive balance and structure of the markets. 17 references.",1980.0
154221262,Stock price effects of asset securitization: The case of liquidity facility providers,"We analyze the effects of asset securitization announcements on the market value of banks involved in the transaction. We find that abnormal returns occur around the announcement dates, and that they are positively related to the respective bank's liquidity.","We analyze the effects of asset securitization announcements on the market value of banks involved in the transaction as liquidity facility providers. Based on a unique sample of 97 European securitization transactions undertaken between 2002 and 2010, we find that abnormal returns occur around the announcement dates, and that they are positively related to the respective bank's liquidity. Moreover, abnormal returns tend to be negative for transactions involving high-risk portfolios, and they have decreased significantly after the global financial crisis. Our results suggest that providing liquidity facilities in securitization transactions is considered value relevant information by equity investors, and that bank management may even be able to infer the likely sign of the market reaction based on the respective bank's characteristics, and current business environment.",2015.0
154221439,Structural Change in Factor Substitution in Finnish Manufacturing,"The possibility of structural change in Finnish factor substitution relations is analyzed. The initial point of transition is 1974, during which the first energy crises took place.","The possibility of structural change in Finnish factor substitution relations between energy and nonenergy factors is analyzed. The standard generalized Leontief KLEMF cost functions is modified so that the substitution parameters related to electricity and fuel factors may shift to new levels over time. The initial point of transition is 1974, during which the first energy crises took place. Likelihood ratio tests confirm that there has indeed been a statistically significant change in energy versus nonenergy substitution. The authors' estimates imply stronger substitutability for most input pairs after the energy crisis. Copyright 1989 by The editors of the Scandinavian Journal of Economics.",1989.0
154221851,Determinants of audit committee formation in the life insurance industry: New Zealand evidence,"The study examines the determinants of audit committee formation in life insurance firms. The variables organizational form, assets-in-place, and reinsurance were not statistically significant.","Abstract This study examines empirically the determinants of audit committee formation in life insurance firms. The study tests six hypotheses, namely whether the existence of audit committees is related to organizational form, firm size, leverage, assets-in-place, reinsurance, and total monitoring costs, using pooled 1991–1993 data gathered from New Zealand's life insurance industry (100 firm/year observations), parameter estimates were derived using fixed-effects regression. The model X 2 is found to be reasonably consistent with that reported in prior studies. The empirical results indicate that consistent with expectations, audit committees appear to be positively associated with large entities, companies with high leverage, and firms with high total monitoring expenditures. However, the variables organizational form, assets-in-place, and reinsurance were not statistically significant. The study thus provides mixed empirical results.",1997.0
154222019,The Spillover Effects of the Global Crisison Economic Activity in Mena Emerging Market Countries: An Analysis Using the Financial Stress Index,The estimated spillover of the global crisis to emerging market economies is attributable to direct or indirect spillovers of financial stress in advanced economies. The increased financial stress and slowdown in economic activity in advanced economies can explain about half of the drop in real GDP growth in MENA EM countries after the Lehman shock.,"The estimated spillover of the global crisis to emerging market (EM) economies in the Middle East and North Africa (MENA) indicates that nearly two-thirds of the increased financial stress in MENA EM countries after the Lehman shock is attributable to direct or indirect spillovers of financial stress in advanced economies. Moreover, the estimated models suggest that the increased financial stress and slowdown in economic activity in advanced economies can explain about half of the drop in real GDP growth in MENA EM countries after the Lehman shock.",2010.0
154222509,Earnings Management and Measurement Error,I consider the impact of a noisy indicator regarding a manager's manipulative behavior on optimal effort incentives and the extent of earnings management. The principal uses the indicator variable to prevent earnings management only under conditions where manipulative behavior is not excessive.,"In this paper I consider the impact of a noisy indicator regarding a manager's manipulative behavior on optimal effort incentives and the extent of earnings management. The analysis in this paper extends a twotask, single performance measure LEN model by including a binary random variable. I show that contracting on the noisy indicator variable is not always useful. More specifically, the principal uses the indicator variable to prevent earnings management only under conditions where manipulative behavior is not excessive. Thus, under conditions of excessive earnings management, accounting adjustments that yield a more congruent overall performance measure can be more effective than an appraisal of the existence of earnings management to mitigate the earnings management problem.",2008.0
